Date/Time,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv
 01/07  02:00:00,0.0,0.0,0.0,22611771.588148236,22611771.532977667,22611774.96862478,0.0,0.0,0.0,22611445.774624318,22611445.769437574,22611445.390286896,0.0,0.0,0.0,22611029.949807476,22611029.953663245,22611024.90585006,22611178.105784684,22611172.993487474,22611186.561325923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/07  03:00:00,22611880.474567436,22611880.47501581,22611880.47612021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22611528.01976944,22611527.787190314,22611535.02855965,0.0,0.0,0.0,0.0,0.0,0.0,22611507.976822603,22611507.92844685,22611507.98296152,0.0,0.0,0.0,0.0,0.0,0.0
 01/07  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609360.56070611,22609360.601332545,22609360.600036662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22608783.251924604,22608685.692872614,22608687.953845747,0.0,0.0,0.0
 01/07  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609370.26178987,22609370.311755512,22609370.36724771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/07  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,22609286.24350911,22609286.016210992,22609286.04011723,0.0,0.0,0.0,22609361.592014816,22609362.396974657,22609362.41563368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/07  07:00:00,0.0,0.0,0.0,20377.50731971764,22325.101573714783,24990.406268681218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49826.50233307447,52708.343811072926,64048.032825076894,1560899.106356293,1569913.238682123,1583284.8579310125,22609373.55278518,22609373.589341905,22609370.440942276,0.0,0.0,0.0,0.0,0.0,0.0,39767392.270411894,39842911.6722106,39950732.698468946
 01/07  08:00:00,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31855592.485948585,31855592.48236482,31855592.49988556,9238429.67915864,9238429.67915864,9238429.67915864,31853822.400452036,31853822.397211947,31853818.58380638,9293393.186985131,9298519.40805127,9323210.047574151,10824405.689265667,10840959.966860982,10864720.925664421,9238429.67915864,9238429.67915864,9238429.67915864,9407592.292162627,9423952.019968446,9463683.693294996,9238429.67915864,9238429.67915864,9238429.67915864,64004540.06243716,64058028.44988924,64138743.32562491
 01/07  09:00:00,32834647.687594496,32834647.688067503,32834647.689159684,32833704.070086088,32833704.023719497,32833707.36422643,10214950.160627918,10214950.160627918,10214950.160627918,32833724.140922405,32833637.982009124,32833722.421393342,10214950.160627918,10214950.160627918,10214950.160627918,32833083.65154897,32833083.655473396,32833078.43334349,32832965.599805176,32832960.43155069,32832974.128106497,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,32833977.003487743,32833976.985932216,32833984.38580066,11292323.704470327,11305876.478774909,11325444.54205679,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,35008628.31149889,35054374.695189685,35119423.70334664
 01/07  10:00:00,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,32873275.946653,32873275.965133123,32873275.964179657,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,33759522.187874116,33768104.0916893,33780420.376254305,10214950.160627918,10214950.160627918,10214950.160627918,32867118.514400344,32867118.463607833,32867104.47785195,32868465.415518317,32868462.51653712,32868462.49339863,28436852.204425924,28457695.172803544,28487459.753903553
 01/07  11:00:00,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,39953398.760950945,39953398.86588514,39953398.87299568,17280187.076798405,17280187.076798405,17280187.076798405,39953510.96191837,39953511.75580808,39953511.79035225,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,39953612.79515611,39953612.78651104,39953609.19724937,17963237.869202964,17974952.820289563,18018715.272043582,18135247.885655895,18148340.95903582,18183173.796773,39955462.24615616,39955462.82555597,39955459.527936116,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,56704785.08868545,56714758.85452319,56729113.36467087
 01/07  12:00:00,65701289.72384591,65701289.753634565,65701289.759759486,65611463.25350295,65633040.0125677,65633050.634458035,45008252.2446969,44965729.89351468,44966808.514704056,65626554.07826762,65626554.72926916,65626553.22196948,60245006.41788406,60396024.133687384,60400061.94888096,65580037.847629815,65580036.03240067,65582471.14386438,65571251.94360035,65571242.093045615,65571268.11135744,65552410.6778956,65552410.67107443,65552410.75077064,65646168.54708092,65646168.587443665,65646168.58598588,42625323.45275289,42625323.44418146,42625320.07056687,66551332.331798404,66561376.30603369,66591189.98073696,65926335.14808597,65945857.6261895,65952816.91225618,42641675.497466445,42641675.71537194,42641672.92916794,65650676.5408838,65650676.43442867,65650682.07056632,65585004.16211377,65584999.31428422,65584999.28531825,57861192.01564498,57870759.12780414,57884518.05094733
 01/07  13:00:00,42275999.05457573,42275999.05291972,42275999.05416447,42269106.32482544,42269102.84149789,42269105.872526474,39939093.85618611,39980948.69132684,39979886.95918054,42255705.43988423,42255705.43774538,42255705.15050216,24945327.85994177,24796747.552135967,24792774.884717286,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,42253383.28327969,42253383.280433945,42253383.283453636,19558734.866893392,19558734.866893392,19558734.866893392,42268798.247725785,42268798.238814525,42268794.753335916,43240908.820921086,43251171.32290165,43286610.088564575,19558734.866893392,19558734.866893392,19558734.866893392,42281201.6653872,42281201.67512384,42281198.88898651,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,55514307.48123338,55523515.258607715,55536748.65999571
 01/07  14:00:00,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,42242205.89408059,42242206.37822129,42241847.83382823,42245143.68659531,42245138.97144015,42245151.517686576,19558734.866893392,19558734.866893392,19558734.866893392,42233948.36384104,42233948.38527042,42233948.38439691,19558734.866893392,19558734.866893392,19558734.866893392,20622315.514841527,20632231.850732904,20666222.919173587,42245219.58162753,42245219.629213415,42245219.58232254,19558734.866893392,19558734.866893392,19558734.866893392,42247840.854573734,42247840.80911758,42247840.84532323,42231471.917928085,42231469.29121448,42231469.275491916,31652904.111513875,31661861.823311448,31674732.721141346
 01/07  15:00:00,37191620.381615415,37191620.32773037,37191620.33262524,37186384.47747861,37186379.82053299,37186382.99262554,37188846.27696589,37188846.20779817,37188846.2095795,14508658.173050813,14508658.173050813,14508658.173050813,37188923.108071625,37188923.378865525,37188923.38548401,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37181278.26517475,37181277.287177436,37181022.10609216,15460730.505498657,15470642.66848696,15503506.58594944,14508658.173050813,14508658.173050813,14508658.173050813,37186796.395393044,37186796.43390775,37186793.41814552,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,48117237.02602236,48128340.402707525,48143805.4056928
 01/07  16:00:00,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37182768.53679088,37182768.52780059,37182768.247668326,14508658.173050813,14508658.173050813,14508658.173050813,37177052.87433675,37177052.878340185,37177047.500613436,37177483.850685865,37177479.029053435,37177491.77936058,37178030.725693315,37178030.72208747,37178030.74102186,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37984408.136612,37994667.69778304,38027502.78109305,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37181292.765301004,37181299.82900049,37181304.13208011,14508658.173050813,14508658.173050813,14508658.173050813,24526306.291662574,24544867.34850894,24570954.281227663
 01/07  17:00:00,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37182009.28064409,37182009.215321854,37182009.216968834,14508658.173050813,14508658.173050813,14508658.173050813,37182083.14614643,37182083.37230612,37182083.378251076,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37174781.95614846,37174782.327954516,37174782.333891526,14508658.173050813,14508658.173050813,14508658.173050813,15161087.77390585,15171623.292298678,15204395.695163699,37183250.762531206,37183250.79033381,37183250.7934048,37181990.036738075,37181990.07351656,37181987.13555466,14508658.173050813,14508658.173050813,14508658.173050813,37173781.929443285,37173779.227978975,37173779.21198022,46749471.31588355,46784972.889590316,46814748.01038706
 01/07  18:00:00,40893252.01597251,40893252.01640296,40893252.01742059,40882926.42004201,40882921.60543816,40882924.755083784,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,40879187.194797814,40879187.18545617,40879183.53879209,18932522.176109552,18943122.423006326,18975530.139842123,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,30528008.53652463,30551021.337802555,30594335.40070288
 01/07  19:00:00,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,40875206.90318461,40875204.5513774,40875142.83132957,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,40878344.53585618,40878344.53449569,40878352.823692285,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,26576676.245250463,26590448.48547921,26609497.718035374
 01/07  20:00:00,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,39570525.76712361,39570520.76604904,39570534.01918712,39571493.607671425,39571493.60402432,39571493.6231132,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,39571761.05457547,39571760.99750887,39571760.96297881,16954680.249641977,16954680.249641977,16954680.249641977,21374320.591191594,21386849.09597782,21404332.666848708
 01/07  21:00:00,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,39569120.36322735,39569120.36738819,39569114.785662636,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,39570361.321778536,39570361.436208576,39570361.44503687,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,42551810.08093425,42563732.49679998,42580414.14244056
 01/07  22:00:00,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,36799423.368801795,36799423.30064832,36799423.30238562,14183151.345894387,14183151.345894387,14183151.345894387,36799463.5457901,36799463.835157916,36799463.84297758,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,17945797.418718018,17957639.110175736,17974268.889472038
 01/07  23:00:00,31855405.372183774,31855405.372625686,31855405.373766784,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31852996.820175443,31852996.843205493,31852996.84226229,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31854159.611517087,31854159.650508933,31854156.545533087,9238429.67915864,9238429.67915864,9238429.67915864,31852524.682873063,31852521.946346346,31852521.92999877,9238429.67915864,9238429.67915864,9238429.67915864
 01/07  24:00:00,9238429.67915864,9238429.67915864,9238429.67915864,31852165.006736115,31852159.91771669,31852162.953853533,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31851367.353730813,31851367.34193272,31851363.523527138,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864
 01/08  01:00:00,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31850606.377184447,31850606.308059286,31850606.014963746,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31851096.68676291,31851096.521978714,31850350.535160694,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864
 01/08  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22611112.18674333,22611112.183562018,22611112.20102082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22611459.154157884,22611459.150727645,22611459.138072137,0.0,0.0,0.0,0.0,0.0,0.0
 01/08  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22611193.466099277,22611193.470316686,22611187.783201225,22611103.926699635,22611098.8401313,22611112.36349276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22611541.199562352,22611541.320890486,22611541.26338904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/08  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609454.030143343,22610558.2905923,22609438.542429786
 01/08  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,22609306.833863374,22609306.765471317,22609306.76720856,0.0,0.0,0.0,22608579.968735274,22608502.21058938,22608500.319014635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22607955.366342597,22607953.71236479,22607953.77952271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/08  06:00:00,22609376.512849282,22609376.513333805,22609376.51443283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609255.94146224,22609255.988610443,22609252.766344406,0.0,0.0,0.0,22608691.429650784,22609132.533744693,22609132.504547577,0.0,0.0,0.0
 01/08  07:00:00,0.0,0.0,0.0,22609428.49858072,22609423.412206437,22609426.73197236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609319.259208925,22609319.248314388,22609315.405420046,9654.187703053149,12725.69966760247,21571.456181244714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41313801.15913844,41401090.43109862,41524202.15073024
 01/08  08:00:00,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31855886.676447824,31855886.659635328,31855886.362665333,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31980289.52534233,31989321.3026543,32015160.443582546,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,45152841.06797222,45220979.728353225,45317150.03880901
 01/08  09:00:00,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,32833067.954318516,32833062.8278021,32833076.41331151,32833097.5350423,32833097.55391473,32833097.59245325,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10461987.713249803,10471636.67060363,10500801.258279003,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,32833712.706230313,32833712.656782232,32833712.62783131,10214950.160627918,10214950.160627918,10214950.160627918,35922580.52527137,35973628.821572565,36045611.70365227
